timestamp,username,source_ip,event_type,status
2026-05-10T09:12:05,trent,198.51.100.44,login,failed
2026-05-10T09:12:16,grace,198.51.100.44,login,failed
2026-05-10T09:12:35,grace,198.51.100.44,login,failed
2026-05-10T09:12:45,ivan,198.51.100.44,login,failed
2026-05-10T09:12:58,ivan,198.51.100.44,login,failed
2026-05-10T09:13:03,ivan,198.51.100.44,login,failed
2026-05-10T09:18:09,frank,192.168.1.12,login,success
2026-05-10T09:18:32,heidi,192.168.1.11,login,success
2026-05-10T09:20:15,bob,192.168.1.20,login,success
2026-05-10T09:21:43,frank,192.168.1.37,login,success
2026-05-10T09:23:01,grace,192.168.1.13,login,success
2026-05-10T09:24:40,heidi,192.168.1.32,login,success
2026-05-10T09:26:28,dave,192.168.1.32,login,success
2026-05-10T09:26:32,dave,192.168.1.26,login,success
2026-05-10T09:28:14,victor,192.168.1.14,login,success
2026-05-10T09:31:07,carol,192.168.1.32,login,success
2026-05-10T09:33:20,carol,192.168.1.34,login,success
2026-05-10T09:34:36,erin,192.168.1.33,login,success
2026-05-10T09:36:10,dave,192.168.1.31,login,success
2026-05-10T09:37:11,peggy,192.168.1.36,login,success
2026-05-10T09:37:13,mallory,192.168.1.25,login,success
2026-05-10T09:38:38,heidi,192.168.1.24,login,success
2026-05-10T09:42:01,frank,192.168.1.29,login,success
2026-05-10T09:42:58,peggy,192.168.1.21,login,success
2026-05-10T09:43:37,erin,192.168.1.12,login,success
2026-05-10T09:44:52,bob,192.168.1.23,login,success
2026-05-10T09:45:05,ivan,185.220.101.4,login,failed
2026-05-10T09:45:12,ivan,185.220.101.4,login,failed
2026-05-10T09:45:17,ivan,185.220.101.4,login,failed
2026-05-10T09:45:21,ivan,185.220.101.4,login,failed
2026-05-10T09:45:23,ivan,185.220.101.4,login,failed
2026-05-10T09:45:25,ivan,185.220.101.4,login,failed
2026-05-10T09:45:32,ivan,185.220.101.4,login,failed
2026-05-10T09:45:36,mallory,192.168.1.29,login,success
2026-05-10T09:45:36,ivan,185.220.101.4,login,failed
2026-05-10T09:45:39,ivan,185.220.101.4,login,failed
2026-05-10T09:45:42,ivan,185.220.101.4,login,failed
2026-05-10T09:45:52,victor,192.168.1.28,login,failed
2026-05-10T09:47:17,peggy,192.168.1.10,login,success
2026-05-10T09:50:55,bob,192.168.1.32,login,success
2026-05-10T09:52:10,erin,192.168.1.34,login,success
2026-05-10T09:52:12,mallory,192.168.1.27,login,success
2026-05-10T09:52:49,judy,192.168.1.23,login,success
2026-05-10T09:53:21,mallory,192.168.1.14,login,success
2026-05-10T09:55:09,judy,192.168.1.24,login,success
2026-05-10T09:55:19,peggy,192.168.1.22,login,success
2026-05-10T09:58:05,grace,192.168.1.35,login,success
2026-05-10T09:58:28,alice,192.168.1.38,login,success
2026-05-10T09:59:06,bob,192.168.1.12,login,success
2026-05-10T10:01:23,victor,192.168.1.33,login,success
2026-05-10T10:02:14,grace,192.168.1.25,login,success
2026-05-10T10:02:17,ivan,192.168.1.23,login,success
2026-05-10T10:02:35,dave,192.168.1.31,login,failed
2026-05-10T10:03:10,mallory,192.168.1.29,login,success
2026-05-10T10:07:28,oscar,192.168.1.15,login,success
2026-05-10T10:07:40,carol,192.168.1.27,login,success
2026-05-10T10:08:37,heidi,192.168.1.28,login,success
2026-05-10T10:10:12,ivan,192.168.1.10,login,success
2026-05-10T10:11:23,heidi,192.168.1.13,login,success
2026-05-10T10:12:52,victor,192.168.1.18,login,success
2026-05-10T10:14:04,bob,192.168.1.32,login,failed
2026-05-10T10:14:45,trent,192.168.1.11,login,success
2026-05-10T10:15:24,heidi,192.168.1.22,login,success
2026-05-10T10:16:04,mallory,192.168.1.25,login,success
2026-05-10T10:16:58,victor,192.168.1.33,login,success
2026-05-10T10:18:25,carol,192.168.1.24,login,success
2026-05-10T10:19:08,grace,192.168.1.33,login,success
2026-05-10T10:22:07,heidi,192.168.1.23,login,failed
2026-05-10T10:23:50,carol,192.168.1.16,login,success
2026-05-10T10:24:20,mallory,192.168.1.39,login,success
2026-05-10T10:24:31,bob,192.168.1.35,login,success
2026-05-10T10:25:08,carol,192.168.1.30,login,success
2026-05-10T10:25:17,oscar,192.168.1.25,login,success
2026-05-10T10:25:22,victor,192.168.1.22,login,success
2026-05-10T10:25:50,trent,192.168.1.30,login,success
2026-05-10T10:26:27,oscar,192.168.1.15,login,success
2026-05-10T10:30:11,carol,192.168.1.35,login,success
2026-05-10T10:30:22,carol,192.168.1.37,login,failed
2026-05-10T10:30:29,heidi,192.168.1.35,login,failed
2026-05-10T10:31:13,carol,45.83.12.9,login,failed
2026-05-10T10:31:30,carol,45.83.12.9,login,failed
2026-05-10T10:31:38,carol,45.83.12.9,login,failed
2026-05-10T10:31:47,judy,45.83.12.9,login,failed
2026-05-10T10:32:04,judy,45.83.12.9,login,failed
2026-05-10T10:32:23,victor,45.83.12.9,login,failed
2026-05-10T10:32:38,victor,45.83.12.9,login,failed
2026-05-10T10:32:49,victor,45.83.12.9,login,failed
2026-05-10T10:33:08,peggy,45.83.12.9,login,failed
2026-05-10T10:33:15,peggy,45.83.12.9,login,failed
2026-05-10T10:33:33,frank,45.83.12.9,login,failed
2026-05-10T10:33:41,frank,45.83.12.9,login,failed
2026-05-10T10:33:49,dave,192.168.1.38,login,success
2026-05-10T10:33:53,alice,45.83.12.9,login,failed
2026-05-10T10:34:11,heidi,45.83.12.9,login,failed
2026-05-10T10:34:18,bob,45.83.12.9,login,failed
2026-05-10T10:34:29,bob,45.83.12.9,login,failed
2026-05-10T10:34:48,bob,45.83.12.9,login,failed
2026-05-10T10:34:53,dave,45.83.12.9,login,failed
2026-05-10T10:35:05,dave,45.83.12.9,login,failed
2026-05-10T10:35:18,dave,45.83.12.9,login,failed
2026-05-10T10:35:20,erin,45.83.12.9,login,failed
2026-05-10T10:35:27,erin,45.83.12.9,login,failed
2026-05-10T10:35:57,alice,192.168.1.21,login,success
2026-05-10T10:36:21,ivan,192.168.1.23,login,success
2026-05-10T10:38:17,bob,192.168.1.32,login,success
2026-05-10T10:38:17,bob,192.168.1.31,login,success
2026-05-10T10:39:27,mallory,192.168.1.22,login,success
2026-05-10T10:39:50,trent,192.168.1.11,login,success
2026-05-10T10:40:02,erin,192.168.1.10,login,success
2026-05-10T10:41:47,mallory,192.168.1.31,login,success
2026-05-10T10:42:21,judy,192.168.1.21,login,success
2026-05-10T10:42:48,bob,192.168.1.27,login,success
2026-05-10T10:44:23,erin,192.168.1.15,login,failed
2026-05-10T10:44:24,heidi,192.168.1.24,login,failed
2026-05-10T10:44:39,erin,192.168.1.19,login,success
2026-05-10T10:44:46,heidi,192.168.1.14,login,success
2026-05-10T10:45:20,peggy,192.168.1.32,login,success
2026-05-10T10:47:16,frank,192.168.1.26,login,success
2026-05-10T10:48:20,trent,192.168.1.10,login,success
2026-05-10T10:50:35,trent,192.168.1.30,login,success
2026-05-10T10:51:24,dave,192.168.1.33,login,success
2026-05-10T10:52:05,victor,192.168.1.19,login,success
2026-05-10T10:52:17,erin,192.168.1.24,login,success
2026-05-10T10:52:53,judy,192.168.1.27,login,success
2026-05-10T10:53:21,frank,192.168.1.25,login,success
2026-05-10T10:55:14,carol,192.168.1.27,login,failed
2026-05-10T10:56:43,victor,192.168.1.14,login,success
2026-05-10T10:56:52,victor,192.168.1.14,login,success
2026-05-10T10:57:19,judy,192.168.1.19,login,success
2026-05-10T10:57:52,grace,192.168.1.35,login,success
2026-05-10T10:59:31,dave,192.168.1.33,login,success
2026-05-10T10:59:35,erin,192.168.1.15,login,success
2026-05-10T11:01:45,grace,192.168.1.25,login,success
2026-05-10T11:02:24,grace,192.168.1.32,login,success
2026-05-10T11:02:43,peggy,192.168.1.18,login,success
2026-05-10T11:02:48,ivan,192.168.1.30,login,success
2026-05-10T11:06:26,carol,192.168.1.26,login,success
2026-05-10T11:06:42,mallory,192.168.1.39,login,success
2026-05-10T11:06:53,victor,192.168.1.37,login,failed
2026-05-10T11:08:08,victor,192.168.1.25,login,success
2026-05-10T11:08:19,heidi,192.168.1.35,login,failed
2026-05-10T11:09:37,trent,192.168.1.18,login,success
2026-05-10T11:10:15,oscar,192.168.1.28,login,success
2026-05-10T11:12:53,frank,192.168.1.34,login,success
2026-05-10T11:12:59,ivan,192.168.1.14,login,failed
2026-05-10T11:13:51,trent,192.168.1.13,login,success
2026-05-10T11:15:13,judy,192.168.1.39,login,success
2026-05-10T11:15:31,heidi,192.168.1.39,login,success
2026-05-10T11:16:16,victor,192.168.1.14,login,success
2026-05-10T11:17:33,carol,192.168.1.26,login,failed
2026-05-10T11:19:26,mallory,192.168.1.14,login,success
2026-05-10T11:19:49,victor,192.168.1.14,login,success
2026-05-10T11:20:39,victor,192.168.1.10,login,success
2026-05-10T11:22:00,judy,192.168.1.19,login,success
2026-05-10T11:23:05,oscar,192.168.1.25,login,success
2026-05-10T11:23:12,heidi,192.168.1.31,login,success
2026-05-10T11:23:43,victor,192.168.1.22,login,success
2026-05-10T11:24:26,heidi,192.168.1.22,login,failed
2026-05-10T11:25:11,trent,192.168.1.29,login,success
2026-05-10T11:25:47,erin,192.168.1.25,login,success
2026-05-10T11:25:54,oscar,192.168.1.34,login,success
2026-05-10T11:28:42,oscar,192.168.1.36,login,success
2026-05-10T11:29:33,oscar,192.168.1.23,login,failed
2026-05-10T11:30:08,ivan,192.168.1.10,login,failed
2026-05-10T11:30:34,mallory,192.168.1.24,login,success
2026-05-10T11:31:34,victor,192.168.1.22,login,failed
2026-05-10T11:32:20,dave,192.168.1.15,login,success
2026-05-10T11:32:21,oscar,192.168.1.35,login,failed
2026-05-10T11:32:51,erin,192.168.1.34,login,success
2026-05-10T11:33:32,peggy,203.0.113.77,login,failed
2026-05-10T11:33:40,peggy,203.0.113.77,login,failed
2026-05-10T11:33:44,peggy,203.0.113.77,login,failed
2026-05-10T11:34:02,oscar,203.0.113.77,login,failed
2026-05-10T11:34:09,mallory,203.0.113.77,login,failed
2026-05-10T11:34:12,alice,192.168.1.13,login,failed
2026-05-10T11:34:21,carol,203.0.113.77,login,failed
2026-05-10T11:34:24,carol,203.0.113.77,login,failed
2026-05-10T11:34:34,carol,203.0.113.77,login,failed
2026-05-10T11:34:43,judy,203.0.113.77,login,failed
2026-05-10T11:34:54,judy,203.0.113.77,login,failed
2026-05-10T11:35:05,judy,203.0.113.77,login,failed
2026-05-10T11:35:10,dave,203.0.113.77,login,failed
2026-05-10T11:35:27,dave,203.0.113.77,login,failed
2026-05-10T11:35:31,bob,203.0.113.77,login,failed
2026-05-10T11:35:47,bob,203.0.113.77,login,failed
2026-05-10T11:36:03,bob,203.0.113.77,login,failed
2026-05-10T11:36:11,trent,203.0.113.77,login,failed
2026-05-10T11:36:21,trent,203.0.113.77,login,failed
2026-05-10T11:36:38,trent,203.0.113.77,login,failed
2026-05-10T11:36:54,grace,203.0.113.77,login,failed
2026-05-10T11:37:05,bob,192.168.1.23,login,success
2026-05-10T11:37:08,victor,203.0.113.77,login,failed
2026-05-10T11:37:16,victor,203.0.113.77,login,failed
2026-05-10T11:37:28,victor,203.0.113.77,login,failed
2026-05-10T11:37:39,dave,192.168.1.20,login,success
2026-05-10T11:38:15,heidi,192.168.1.31,login,success
2026-05-10T11:40:58,victor,192.168.1.32,login,failed
2026-05-10T11:41:33,peggy,192.168.1.39,login,success
2026-05-10T11:41:35,erin,192.168.1.39,login,success
2026-05-10T11:42:17,alice,192.168.1.17,login,failed
2026-05-10T11:42:55,peggy,192.168.1.34,login,success
2026-05-10T11:43:06,trent,192.168.1.36,login,success
2026-05-10T11:43:47,ivan,192.168.1.20,login,success
2026-05-10T11:44:51,ivan,192.168.1.38,login,success
2026-05-10T11:46:14,grace,192.168.1.13,login,success
2026-05-10T11:46:20,alice,192.168.1.19,login,success
2026-05-10T11:50:11,bob,192.168.1.29,login,success
2026-05-10T11:50:42,frank,192.168.1.24,login,success
2026-05-10T11:51:10,erin,192.168.1.11,login,failed
2026-05-10T11:51:30,bob,192.168.1.39,login,success
2026-05-10T11:52:08,grace,192.168.1.17,login,success
2026-05-10T11:53:09,grace,192.168.1.25,login,success
2026-05-10T11:53:48,oscar,192.168.1.26,login,success
2026-05-10T11:54:20,frank,192.168.1.11,login,success
2026-05-10T11:55:12,alice,192.168.1.36,login,success
2026-05-10T11:55:52,victor,192.168.1.32,login,success
2026-05-10T11:56:05,judy,198.51.100.44,login,failed
2026-05-10T11:56:09,judy,198.51.100.44,login,failed
2026-05-10T11:56:26,judy,198.51.100.44,login,failed
2026-05-10T11:56:41,dave,198.51.100.44,login,failed
2026-05-10T11:56:48,ivan,198.51.100.44,login,failed
2026-05-10T11:56:55,carol,198.51.100.44,login,failed
2026-05-10T11:57:13,trent,198.51.100.44,login,failed
2026-05-10T11:57:15,trent,192.168.1.29,login,success
2026-05-10T11:57:27,alice,192.168.1.11,login,failed
2026-05-10T11:57:31,trent,198.51.100.44,login,failed
2026-05-10T11:57:46,trent,198.51.100.44,login,failed
2026-05-10T11:58:05,oscar,198.51.100.44,login,failed
2026-05-10T11:58:40,grace,192.168.1.34,login,success
2026-05-10T11:59:46,oscar,192.168.1.39,login,success
2026-05-10T12:01:14,bob,192.168.1.32,login,success
2026-05-10T12:02:20,alice,192.168.1.32,login,success
2026-05-10T12:03:00,frank,192.168.1.31,login,success
2026-05-10T12:03:03,peggy,192.168.1.11,login,success
2026-05-10T12:03:55,frank,192.168.1.33,login,success
2026-05-10T12:04:24,alice,192.168.1.29,login,success
2026-05-10T12:04:49,mallory,192.168.1.13,login,success
2026-05-10T12:04:50,grace,192.168.1.16,login,success
2026-05-10T12:05:28,bob,192.168.1.36,login,success
2026-05-10T12:06:26,frank,192.168.1.14,login,success
2026-05-10T12:06:36,mallory,192.168.1.33,login,success
2026-05-10T12:06:43,oscar,192.168.1.38,login,failed
2026-05-10T12:07:20,alice,192.168.1.13,login,failed
2026-05-10T12:09:50,erin,192.168.1.37,login,success
2026-05-10T12:09:54,frank,192.168.1.16,login,failed
2026-05-10T12:10:00,victor,192.168.1.12,login,success
2026-05-10T12:10:39,dave,192.168.1.16,login,success
2026-05-10T12:10:45,bob,192.168.1.30,login,failed
2026-05-10T12:11:33,ivan,192.168.1.14,login,success
2026-05-10T12:12:33,oscar,192.168.1.37,login,success
2026-05-10T12:12:34,oscar,192.168.1.38,login,success
2026-05-10T12:14:15,erin,192.168.1.13,login,success
2026-05-10T12:16:08,oscar,192.168.1.17,login,success
2026-05-10T12:16:09,alice,192.168.1.13,login,success
2026-05-10T12:17:05,erin,192.168.1.31,login,success
2026-05-10T12:17:27,carol,192.168.1.23,login,failed
2026-05-10T12:17:38,peggy,192.168.1.23,login,success
2026-05-10T12:18:53,mallory,192.168.1.11,login,success
2026-05-10T12:19:45,dave,192.168.1.17,login,success
2026-05-10T12:19:54,erin,192.168.1.29,login,failed
2026-05-10T12:19:57,grace,192.168.1.19,login,success
2026-05-10T12:20:18,grace,192.168.1.12,login,failed
2026-05-10T12:21:12,oscar,192.168.1.25,login,success
2026-05-10T12:21:23,alice,192.168.1.19,login,success
2026-05-10T12:21:40,mallory,192.168.1.32,login,success
2026-05-10T12:22:29,grace,192.168.1.32,login,failed
2026-05-10T12:24:51,victor,192.168.1.39,login,success
2026-05-10T12:25:08,carol,192.168.1.10,login,success
2026-05-10T12:25:34,victor,192.168.1.18,login,failed
2026-05-10T12:25:44,frank,192.168.1.10,login,success
2026-05-10T12:26:51,grace,192.168.1.30,login,failed
2026-05-10T12:26:53,erin,192.168.1.34,login,success
2026-05-10T12:27:02,oscar,192.168.1.24,login,success
2026-05-10T12:27:14,alice,192.168.1.22,login,success
2026-05-10T12:28:18,dave,192.168.1.26,login,success
2026-05-10T12:28:20,oscar,192.168.1.34,login,success
2026-05-10T12:28:36,frank,192.168.1.23,login,success
2026-05-10T12:28:49,trent,192.168.1.36,login,success
2026-05-10T12:30:34,erin,192.168.1.29,login,failed
2026-05-10T12:30:57,alice,192.168.1.14,login,success
2026-05-10T12:31:12,trent,192.168.1.23,login,failed
2026-05-10T12:31:36,peggy,192.168.1.11,login,success
2026-05-10T12:31:46,victor,192.168.1.34,login,success
2026-05-10T12:32:05,erin,203.0.113.77,login,failed
2026-05-10T12:32:10,erin,203.0.113.77,login,failed
2026-05-10T12:32:16,erin,203.0.113.77,login,failed
2026-05-10T12:32:17,erin,203.0.113.77,login,failed
2026-05-10T12:32:20,erin,203.0.113.77,login,failed
2026-05-10T12:32:21,erin,203.0.113.77,login,failed
2026-05-10T12:32:22,erin,203.0.113.77,login,failed
2026-05-10T12:32:23,grace,192.168.1.31,login,success
2026-05-10T12:32:24,erin,203.0.113.77,login,failed
2026-05-10T12:32:29,erin,203.0.113.77,login,failed
2026-05-10T12:32:36,erin,203.0.113.77,login,failed
2026-05-10T12:32:42,erin,203.0.113.77,login,failed
2026-05-10T12:32:47,erin,203.0.113.77,login,failed
2026-05-10T12:32:49,ivan,192.168.1.32,login,success
2026-05-10T12:32:53,erin,203.0.113.77,login,failed
2026-05-10T12:32:55,erin,203.0.113.77,login,failed
2026-05-10T12:33:01,erin,203.0.113.77,login,failed
2026-05-10T12:33:07,carol,192.168.1.33,login,success
2026-05-10T12:33:08,erin,203.0.113.77,login,failed
2026-05-10T12:33:16,peggy,192.168.1.21,login,success
2026-05-10T12:33:22,heidi,192.168.1.24,login,success
2026-05-10T12:34:52,peggy,192.168.1.17,login,success
2026-05-10T12:35:12,erin,192.168.1.20,login,success
2026-05-10T12:35:16,grace,192.168.1.35,login,success
2026-05-10T12:35:29,dave,192.168.1.19,login,success
2026-05-10T12:35:45,victor,192.168.1.37,login,success
2026-05-10T12:36:18,oscar,192.168.1.16,login,success
2026-05-10T12:39:29,alice,192.168.1.21,login,failed
2026-05-10T12:39:33,carol,192.168.1.37,login,success
2026-05-10T12:41:10,frank,192.168.1.23,login,success
2026-05-10T12:41:25,frank,192.168.1.22,login,success
2026-05-10T12:41:30,mallory,192.168.1.23,login,success
2026-05-10T12:43:06,heidi,192.168.1.32,login,success
2026-05-10T12:43:23,bob,192.168.1.37,login,success
2026-05-10T12:43:53,mallory,192.168.1.31,login,success
2026-05-10T12:44:15,mallory,192.168.1.34,login,failed
2026-05-10T12:44:39,heidi,192.168.1.35,login,success
2026-05-10T12:44:51,ivan,192.168.1.16,login,success
2026-05-10T12:44:56,peggy,192.168.1.38,login,failed
2026-05-10T12:45:48,dave,192.168.1.28,login,success
2026-05-10T12:47:18,victor,192.168.1.25,login,success
2026-05-10T12:48:08,victor,192.168.1.13,login,failed
2026-05-10T12:48:33,dave,192.168.1.24,login,success
2026-05-10T12:48:40,judy,192.168.1.27,login,success
2026-05-10T12:49:41,peggy,192.168.1.19,login,success
2026-05-10T12:50:14,judy,192.168.1.33,login,success
2026-05-10T12:51:35,oscar,192.168.1.19,login,success
2026-05-10T12:51:43,carol,192.168.1.14,login,success
2026-05-10T12:51:53,ivan,192.168.1.11,login,success
2026-05-10T12:52:09,frank,192.168.1.21,login,success
2026-05-10T12:52:41,grace,192.168.1.16,login,success
2026-05-10T12:53:07,mallory,192.168.1.24,login,success
2026-05-10T12:53:17,judy,192.168.1.14,login,success
2026-05-10T12:53:44,alice,192.168.1.21,login,success
2026-05-10T12:54:32,erin,192.168.1.30,login,success
2026-05-10T12:54:56,victor,192.168.1.25,login,success
2026-05-10T12:56:34,alice,192.168.1.24,login,success
2026-05-10T12:57:43,oscar,192.168.1.21,login,failed
2026-05-10T12:58:34,bob,192.168.1.30,login,success
2026-05-10T12:59:45,heidi,192.168.1.26,login,success
2026-05-10T12:59:54,bob,192.168.1.19,login,success
2026-05-10T13:00:48,dave,192.168.1.16,login,success
2026-05-10T13:01:18,frank,192.168.1.34,login,success
2026-05-10T13:01:21,carol,192.168.1.14,login,failed
2026-05-10T13:01:45,frank,192.168.1.19,login,success
2026-05-10T13:01:48,alice,192.168.1.20,login,success
2026-05-10T13:02:19,carol,192.168.1.39,login,success
2026-05-10T13:02:51,alice,192.168.1.23,login,success
2026-05-10T13:03:29,bob,192.168.1.22,login,success
2026-05-10T13:03:32,victor,192.168.1.22,login,failed
2026-05-10T13:03:56,frank,192.168.1.37,login,failed
2026-05-10T13:03:59,victor,192.168.1.37,login,success
2026-05-10T13:04:32,alice,192.168.1.39,login,success
2026-05-10T13:04:46,carol,192.168.1.10,login,failed
2026-05-10T13:05:47,trent,192.168.1.17,login,success
2026-05-10T13:05:49,heidi,192.168.1.15,login,success
2026-05-10T13:06:35,trent,203.0.113.5,login,failed
2026-05-10T13:06:38,trent,203.0.113.5,login,failed
2026-05-10T13:06:57,alice,203.0.113.5,login,failed
2026-05-10T13:07:02,alice,203.0.113.5,login,failed
2026-05-10T13:07:08,oscar,203.0.113.5,login,failed
2026-05-10T13:07:17,bob,192.168.1.35,login,success
2026-05-10T13:07:24,oscar,203.0.113.5,login,failed
2026-05-10T13:07:43,peggy,203.0.113.5,login,failed
2026-05-10T13:07:49,peggy,203.0.113.5,login,failed
2026-05-10T13:08:01,grace,203.0.113.5,login,failed
2026-05-10T13:08:20,bob,203.0.113.5,login,failed
2026-05-10T13:08:22,peggy,192.168.1.23,login,success
2026-05-10T13:08:37,bob,203.0.113.5,login,failed
2026-05-10T13:08:44,dave,192.168.1.30,login,failed
2026-05-10T13:08:50,frank,203.0.113.5,login,failed
2026-05-10T13:08:58,trent,192.168.1.21,login,success
2026-05-10T13:08:58,frank,203.0.113.5,login,failed
2026-05-10T13:09:07,frank,203.0.113.5,login,failed
2026-05-10T13:09:09,dave,192.168.1.15,login,success
2026-05-10T13:09:12,oscar,192.168.1.32,login,success
2026-05-10T13:09:16,heidi,203.0.113.5,login,failed
2026-05-10T13:09:19,bob,192.168.1.35,login,failed
2026-05-10T13:10:26,ivan,192.168.1.36,login,success
2026-05-10T13:12:03,carol,192.168.1.19,login,success
2026-05-10T13:12:26,peggy,192.168.1.15,login,success
2026-05-10T13:13:21,victor,192.168.1.10,login,success
2026-05-10T13:13:33,trent,192.168.1.30,login,success
2026-05-10T13:13:54,heidi,192.168.1.32,login,success
2026-05-10T13:13:58,trent,192.168.1.15,login,failed
2026-05-10T13:14:07,victor,192.168.1.11,login,success
2026-05-10T13:14:40,dave,192.168.1.26,login,success
2026-05-10T13:14:50,peggy,192.168.1.37,login,success
2026-05-10T13:15:23,dave,192.168.1.39,login,success
2026-05-10T13:15:28,oscar,192.168.1.11,login,success
2026-05-10T13:15:47,bob,192.168.1.31,login,success
2026-05-10T13:15:51,dave,192.168.1.11,login,success
2026-05-10T13:16:18,erin,192.168.1.15,login,success
2026-05-10T13:16:24,grace,192.168.1.30,login,success
2026-05-10T13:17:30,alice,192.168.1.24,login,success
2026-05-10T13:17:39,bob,192.168.1.31,login,success
2026-05-10T13:18:16,peggy,192.168.1.27,login,success
2026-05-10T13:18:30,victor,192.168.1.38,login,success
2026-05-10T13:19:04,alice,192.168.1.10,login,success
2026-05-10T13:19:29,dave,192.168.1.37,login,success
2026-05-10T13:19:37,victor,192.168.1.29,login,success
2026-05-10T13:20:20,ivan,192.168.1.19,login,success
2026-05-10T13:20:36,frank,192.168.1.38,login,success
2026-05-10T13:20:53,dave,192.168.1.32,login,success
2026-05-10T13:21:22,mallory,192.168.1.24,login,failed
2026-05-10T13:22:06,bob,192.168.1.27,login,success
2026-05-10T13:24:03,dave,192.168.1.29,login,success
2026-05-10T13:24:17,dave,192.168.1.35,login,success
2026-05-10T13:24:25,alice,192.168.1.19,login,success
2026-05-10T13:25:13,judy,192.168.1.25,login,success
2026-05-10T13:25:23,dave,192.168.1.17,login,success
2026-05-10T13:25:43,peggy,192.168.1.36,login,success
2026-05-10T13:26:04,alice,192.168.1.11,login,success
2026-05-10T13:26:08,judy,192.168.1.33,login,success
